category,probe_path,subcategory,fixation_duration,label,n,correctAns_mean,correctAns_raw,discrim_resptime_mean,discrim_resptime_raw,discrim_resptime_std,image_onset_time_mean,image_onset_time_raw,image_onset_time_std,jitter1_mean,jitter1_raw,jitter2_mean,jitter2_raw,probeFrames_raw,response.corr_mean,response.corr_raw,response.corr_std,response.keys_raw,response.rt_mean,response.rt_raw,response.rt_std,response_window_raw,visibil_resptime_mean,visibil_resptime_raw,visibil_resptime_std,visible.corr_mean,visible.corr_raw,visible.corr_std,visible.keys_raw,visible.rt_mean,visible.rt_raw,visible.rt_std,order
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/Chest-of-drawers_10.jpg,Furniture,0,Chest-of-drawers,1.0,1.0,1,366.380981445,366.3809814453125,0.0,365.609405518,365.6094055175781,0.0,1.5,1.5,6.0,6.0,'6.0',1.0,1.0,0.0,'1',0.711766898632,0.7117668986320496,0.0,'nV_V',367.103424072,367.1034240722656,0.0,0.0,0.0,0.0,'2',0.661658644676,0.6616586446762085,0.0,50.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/armadillo_3.jpg,Animals,0,armadillo,1.0,2.0,2,662.143981934,662.1439819335938,0.0,661.412475586,661.4124755859375,0.0,2.5,2.5,6.5,6.5,2,0.0,0.0,0.0,'1',1.79412865639,1.794128656387329,0.0,'nV_V',663.948730469,663.94873046875,0.0,1.0,1.0,0.0,'1',0.40109360218,0.40109360218048096,0.0,93.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/armchair_2.jpg,Furniture,0,armchair,1.0,2.0,2,527.721740723,527.7217407226562,0.0,526.950195312,526.9501953125,0.0,1.5,1.5,6.0,6.0,'6.0',1.0,1.0,0.0,'2',0.801968038082,0.8019680380821228,0.0,'V_nV',528.534362793,528.5343627929688,0.0,0.0,0.0,0.0,'3',0.390827596188,0.39082759618759155,0.0,73.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/axe_8.jpg,Tools,0,axe,1.0,2.0,2,32.374874115,32.374874114990234,0.0,31.6333656311,31.633365631103516,0.0,2.5,2.5,6.0,6.0,'3.0',1.0,1.0,0.0,'2',1.19281566143,1.1928156614303589,0.0,'V_nV',33.5783309937,33.578330993652344,0.0,1.0,1.0,0.0,'1',0.801963686943,0.8019636869430542,0.0,3.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/barn-owl_6.jpg,Birds,0,barn-owl,1.0,2.0,2,579.624572754,579.6245727539062,0.0,578.873046875,578.873046875,0.0,1.5,1.5,7.5,7.5,'3.0',1.0,1.0,0.0,'2',0.962318181992,0.9623181819915771,0.0,'nV_V',580.59753418,580.5975341796875,0.0,1.0,1.0,0.0,'1',0.611558914185,0.6115589141845703,0.0,81.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bed_11.jpg,Furniture,0,bed,1.0,1.0,1,274.150482178,274.1504821777344,0.0,273.37890625,273.37890625,0.0,1.5,1.5,6.0,6.0,'6.0',1.0,1.0,0.0,'1',0.56155616045,0.5615561604499817,0.0,'nV_V',274.722686768,274.7226867675781,0.0,1.0,1.0,0.0,'1',0.290854215622,0.29085421562194824,0.0,36.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bedside-table_16.jpg,Furniture,0,bedside-table,1.0,1.0,1,154.199707031,154.19970703125,0.0,153.458190918,153.45819091796875,0.0,2.0,2.0,6.0,6.0,'3.0',1.0,1.0,0.0,'1',0.862097561359,0.8620975613594055,0.0,'nV_V',155.072433472,155.0724334716797,0.0,0.0,0.0,0.0,'2',1.58366751671,1.583667516708374,0.0,20.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/boat_4.jpg,Vehicles,0,boat,1.0,1.0,1,47.2772712708,47.27727127075195,0.0,46.505695343,46.50569534301758,0.0,2.5,2.5,6.0,6.0,'6.0',1.0,1.0,0.0,'1',0.912225723267,0.9122257232666016,0.0,'nV_V',48.2001495361,48.20014953613281,0.0,0.0,0.0,0.0,'3',0.461223006248,0.4612230062484741,0.0,5.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/bookcase_24.jpg,Furniture,0,bookcase,1.0,2.0,2,304.867279053,304.8672790527344,0.0,304.095672607,304.0956726074219,0.0,1.5,1.5,7.5,7.5,'6.0',1.0,1.0,0.0,'2',0.862096965313,0.8620969653129578,0.0,'V_nV',305.739990234,305.739990234375,0.0,0.0,0.0,0.0,'2',0.651638805866,0.6516388058662415,0.0,41.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/bus_2.jpg,Vehicles,0,bus,1.0,2.0,2,473.173156738,473.17315673828125,0.0,472.421630859,472.421630859375,0.0,1.5,1.5,6.0,6.0,'4.0',1.0,1.0,0.0,'2',0.751694738865,0.7516947388648987,0.0,'V_nV',473.945526123,473.9455261230469,0.0,0.0,0.0,0.0,'3',0.391071349382,0.3910713493824005,0.0,65.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/butterfly_5.jpg,Insects,0,butterfly,1.0,1.0,1,118.993179321,118.99317932128906,0.0,118.241630554,118.24163055419922,0.0,2.0,2.0,7.5,7.5,'4.0',1.0,1.0,0.0,'1',1.02244782448,1.0224478244781494,0.0,'V_nV',120.026245117,120.0262451171875,0.0,0.0,0.0,0.0,'3',0.371025472879,0.3710254728794098,0.0,15.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Vehicles/car_22.jpg,Vehicles,0,car,1.0,1.0,1,593.224182129,593.2241821289062,0.0,592.462585449,592.4625854492188,0.0,2.5,2.5,7.5,7.5,'5.0',1.0,1.0,0.0,'1',0.751874864101,0.7518748641014099,0.0,'nV_V',593.986694336,593.9866943359375,0.0,0.0,0.0,0.0,'3',0.391070693731,0.391070693731308,0.0,83.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/castle_19.jpg,Buildings,0,castle,1.0,1.0,1,39.3400230408,39.340023040771484,0.0,38.5884895325,38.5884895324707,0.0,1.5,1.5,6.5,6.5,'4.0',1.0,1.0,0.0,'1',2.35534620285,2.355346202850342,0.0,'nV_V',41.7060012817,41.70600128173828,0.0,1.0,1.0,0.0,'1',0.591607749462,0.5916077494621277,0.0,4.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cat_12.jpg,Animals,0,cat,1.0,2.0,2,633.591918945,633.5919189453125,0.0,632.870422363,632.8704223632812,0.0,1.5,1.5,6.5,6.5,1,1.0,1.0,0.0,'2',2.6259355545,2.6259355545043945,0.0,'nV_V',636.22845459,636.2284545898438,0.0,0.0,0.0,0.0,'2',0.240762069821,0.24076206982135773,0.0,89.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/cathedral_15.jpg,Buildings,0,cathedral,1.0,1.0,1,106.175300598,106.17530059814453,0.0,105.433792114,105.43379211425781,0.0,2.0,2.0,7.0,7.0,'3.0',1.0,1.0,0.0,'1',0.731816887856,0.7318168878555298,0.0,'nV_V',106.917747498,106.9177474975586,0.0,1.0,1.0,0.0,'1',0.52136027813,0.5213602781295776,0.0,13.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/chair_24.jpg,Furniture,0,chair,1.0,2.0,2,331.936126709,331.9361267089844,0.0,331.194610596,331.1946105957031,0.0,2.0,2.0,6.5,6.5,'3.0',1.0,1.0,0.0,'2',1.68389081955,1.6838908195495605,0.0,'V_nV',333.630645752,333.6306457519531,0.0,1.0,1.0,0.0,'1',0.801962852478,0.8019628524780273,0.0,45.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cheetah_10.jpg,Animals,0,cheetah,1.0,2.0,2,392.938751221,392.9387512207031,0.0,392.177215576,392.1772155761719,0.0,2.0,2.0,6.5,6.5,'5.0',1.0,1.0,0.0,'2',0.791943669319,0.7919436693191528,0.0,'nV_V',393.74130249,393.7413024902344,0.0,1.0,1.0,0.0,'1',0.491286963224,0.491286963224411,0.0,54.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/church_6.jpg,Buildings,0,church,1.0,2.0,2,285.976196289,285.9761962890625,0.0,285.204620361,285.2046203613281,0.0,3.0,3.0,6.5,6.5,'6.0',1.0,1.0,0.0,'2',0.771908223629,0.7719082236289978,0.0,'V_nV',286.758728027,286.75872802734375,0.0,0.0,0.0,0.0,'3',0.441179811954,0.4411798119544983,0.0,38.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/coking-pot_1.jpg,Kitchen_Uten,0,coking-pot,1.0,2.0,2,325.081207275,325.0812072753906,0.0,324.329711914,324.3297119140625,0.0,2.5,2.5,6.0,6.0,'4.0',1.0,1.0,0.0,'2',1.60370707512,1.6037070751190186,0.0,'V_nV',326.695556641,326.695556640625,0.0,0.0,0.0,0.0,'2',0.290864259005,0.2908642590045929,0.0,44.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/couch_12.jpg,Furniture,0,couch,1.0,2.0,2,112.408851624,112.40885162353516,0.0,111.64730072,111.64730072021484,0.0,2.5,2.5,6.0,6.0,'5.0',1.0,1.0,0.0,'2',1.00240254402,1.0024025440216064,0.0,'V_nV',113.421890259,113.42189025878906,0.0,0.0,0.0,0.0,'2',0.611566126347,0.6115661263465881,0.0,14.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/cow_15.jpg,Animals,0,cow,1.0,1.0,1,4.98534345627,4.9853434562683105,0.0,4.213783741,4.2137837409973145,0.0,2.0,2.0,6.5,6.5,'5.0',1.0,1.0,0.0,'1',4.44991111755,4.449911117553711,0.0,'V_nV',9.45631122589,9.456311225891113,0.0,1.0,1.0,0.0,'1',3.50784730911,3.507847309112549,0.0,0.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/crab_16.jpg,Marine_creatures,0,crab,1.0,1.0,1,358.213256836,358.2132568359375,0.0,357.471710205,357.4717102050781,0.0,2.0,2.0,6.0,6.0,'3.0',0.0,0.0,0.0,'2',2.90654587746,2.906545877456665,0.0,'V_nV',361.130432129,361.13043212890625,0.0,1.0,1.0,0.0,'1',0.270805954933,0.2708059549331665,0.0,49.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/cup_16.jpg,Kitchen_Uten,0,cup,1.0,2.0,2,458.551391602,458.5513916015625,0.0,457.799865723,457.79986572265625,0.0,1.5,1.5,6.0,6.0,'4.0',1.0,1.0,0.0,'2',1.49331128597,1.4933112859725952,0.0,'V_nV',460.055328369,460.0553283691406,0.0,0.0,0.0,0.0,'2',0.801977217197,0.8019772171974182,0.0,63.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/dolphin_26.jpg,Marine_creatures,0,dolphin,1.0,2.0,2,559.059875488,559.0598754882812,0.0,558.288330078,558.288330078125,0.0,1.5,1.5,6.0,6.0,'6.0',1.0,1.0,0.0,'2',1.65366768837,1.653667688369751,0.0,'nV_V',560.724182129,560.7241821289062,0.0,0.0,0.0,0.0,'2',0.451206743717,0.4512067437171936,0.0,78.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/dragonfly_26.jpg,Insects,0,dragonfly,1.0,2.0,2,479.266418457,479.26641845703125,0.0,478.545288086,478.5452880859375,0.0,1.5,1.5,7.5,7.5,'1.0',1.0,1.0,0.0,'2',2.21488928795,2.2148892879486084,0.0,'nV_V',481.491943359,481.491943359375,0.0,1.0,1.0,0.0,'1',0.661659121513,0.6616591215133667,0.0,66.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/drum_20.jpg,Musical_Inst,0,drum,1.0,1.0,1,648.293884277,648.2938842773438,0.0,647.542358398,647.5423583984375,0.0,1.5,1.5,7.0,7.0,4,1.0,1.0,0.0,'1',1.22289788723,1.2228978872299194,0.0,'nV_V',649.527404785,649.5274047851562,0.0,1.0,1.0,0.0,'1',0.661660373211,0.661660373210907,0.0,91.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/duck_19.jpg,Birds,0,duck,1.0,2.0,2,184.054611206,184.0546112060547,0.0,183.303085327,183.30308532714844,0.0,2.5,2.5,6.5,6.5,'4.0',0.0,0.0,0.0,'1',1.27300751209,1.2730075120925903,0.0,'nV_V',185.338256836,185.3382568359375,0.0,1.0,1.0,0.0,'1',0.862093269825,0.8620932698249817,0.0,24.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/elephant_15.jpg,Animals,0,elephant,1.0,1.0,1,436.323059082,436.32305908203125,0.0,435.511383057,435.5113830566406,0.0,2.0,2.0,7.5,7.5,'10.0',1.0,1.0,0.0,'1',1.64379501343,1.6437950134277344,0.0,'V_nV',437.977478027,437.97747802734375,0.0,0.0,0.0,0.0,'3',0.611545026302,0.6115450263023376,0.0,60.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/factory_0.jpg,Buildings,0,factory,1.0,2.0,2,298.753967285,298.75396728515625,0.0,298.002593994,298.0025939941406,0.0,1.5,1.5,8.0,8.0,'4.0',1.0,1.0,0.0,'2',0.681704938412,0.6817049384117126,0.0,'V_nV',299.44631958,299.4463195800781,0.0,1.0,1.0,0.0,'1',0.441180378199,0.44118037819862366,0.0,40.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/filling-cabinet_17.jpg,Furniture,0,filling-cabinet,1.0,2.0,2,553.157043457,553.1570434570312,0.0,552.355407715,552.3554077148438,0.0,2.0,2.0,6.5,6.5,'9.0',1.0,1.0,0.0,'2',0.641604721546,0.6416047215461731,0.0,'V_nV',553.809326172,553.809326171875,0.0,0.0,0.0,0.0,'3',0.270811229944,0.2708112299442291,0.0,77.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/fondue_0.jpg,Kitchen_Uten,0,fondue,1.0,2.0,2,612.165344238,612.1653442382812,0.0,611.433837891,611.433837890625,0.0,3.0,3.0,6.0,6.0,'2.0',1.0,1.0,0.0,'2',0.761886119843,0.7618861198425293,0.0,'V_nV',612.937866211,612.9378662109375,0.0,0.0,0.0,0.0,'3',1.91439664364,1.9143966436386108,0.0,86.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Kitchen_Uten/frying-pan_20.jpg,Kitchen_Uten,0,frying-pan,1.0,1.0,1,450.984924316,450.98492431640625,0.0,450.213348389,450.2133483886719,0.0,2.0,2.0,7.5,7.5,'6.0',1.0,1.0,0.0,'1',1.75403630733,1.7540363073349,0.0,'nV_V',452.749603271,452.7496032714844,0.0,0.0,0.0,0.0,'3',0.842053294182,0.8420532941818237,0.0,62.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/giraffe_16.jpg,Animals,0,giraffe,1.0,1.0,1,71.7604904175,71.76049041748047,0.0,70.9989471436,70.99894714355469,0.0,1.5,1.5,6.5,6.5,'5.0',1.0,1.0,0.0,'1',0.852083742619,0.8520837426185608,0.0,'V_nV',72.6232223511,72.62322235107422,0.0,0.0,0.0,0.0,'2',0.461223959923,0.4612239599227905,0.0,8.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/goldfinch_22.jpg,Birds,0,goldfinch,1.0,1.0,1,131.570510864,131.5705108642578,0.0,130.8490448,130.8490447998047,0.0,2.0,2.0,6.5,6.5,'1.0',0.0,0.0,0.0,'2',1.69390499592,1.693904995918274,0.0,'V_nV',133.275054932,133.27505493164062,0.0,1.0,1.0,0.0,'1',0.290847957134,0.2908479571342468,0.0,17.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/goose_14.jpg,Birds,0,goose,1.0,1.0,1,372.734802246,372.73480224609375,0.0,371.973266602,371.9732666015625,0.0,1.5,1.5,6.0,6.0,'5.0',1.0,1.0,0.0,'1',0.952330112457,0.9523301124572754,0.0,'V_nV',373.697784424,373.6977844238281,0.0,0.0,0.0,0.0,'3',0.531381428242,0.5313814282417297,0.0,51.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/granary_25.jpg,Buildings,0,granary,1.0,1.0,1,513.801513672,513.801513671875,0.0,513.029968262,513.0299682617188,0.0,3.0,3.0,6.0,6.0,'6.0',1.0,1.0,0.0,'1',1.42332065105,1.4233206510543823,0.0,'nV_V',515.235473633,515.2354736328125,0.0,0.0,0.0,0.0,'3',0.661662995815,0.6616629958152771,0.0,71.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Musical_Inst/guitar_11.jpg,Musical_Inst,0,guitar,1.0,1.0,1,627.568847656,627.56884765625,0.0,626.827331543,626.8273315429688,0.0,2.5,2.5,6.0,6.0,3,1.0,1.0,0.0,'1',0.791941285133,0.7919412851333618,0.0,'nV_V',628.371398926,628.3713989257812,0.0,0.0,0.0,0.0,'3',0.290852218866,0.29085221886634827,0.0,88.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Tools/hammer_11.jpg,Tools,0,hammer,1.0,1.0,1,507.297363281,507.29736328125,0.0,506.555847168,506.55584716796875,0.0,2.0,2.0,6.0,6.0,'3.0',1.0,1.0,0.0,'1',0.992376923561,0.9923769235610962,0.0,'nV_V',508.300354004,508.30035400390625,0.0,1.0,1.0,0.0,'1',0.521354615688,0.521354615688324,0.0,70.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hen_25.jpg,Birds,0,hen,1.0,2.0,2,386.314331055,386.3143310546875,0.0,385.562805176,385.56280517578125,0.0,2.0,2.0,7.0,7.0,'4.0',1.0,1.0,0.0,'2',1.13268911839,1.132689118385315,0.0,'nV_V',387.457672119,387.4576721191406,0.0,1.0,1.0,0.0,'1',0.511331796646,0.5113317966461182,0.0,53.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/hippopotamus_19.jpg,Animals,0,hippopotamus,1.0,2.0,2,655.158813477,655.1588134765625,0.0,654.397216797,654.397216796875,0.0,2.0,2.0,6.0,6.0,5,1.0,1.0,0.0,'2',1.52354800701,1.5235480070114136,0.0,'nV_V',656.70300293,656.7030029296875,0.0,0.0,0.0,0.0,'3',0.501310110092,0.5013101100921631,0.0,92.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Animals/horse_25.jpg,Animals,0,horse,1.0,2.0,2,92.4053726196,92.4053726196289,0.0,91.6638565063,91.66385650634766,0.0,2.0,2.0,6.0,6.0,'3.0',0.0,0.0,0.0,'1',1.13268530369,1.1326853036880493,0.0,'nV_V',93.5486907959,93.54869079589844,0.0,1.0,1.0,0.0,'1',0.521351993084,0.5213519930839539,0.0,11.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Buildings/house_23.jpg,Buildings,0,house,1.0,2.0,2,675.933959961,675.9339599609375,0.0,675.212524414,675.2125244140625,0.0,2.5,2.5,7.5,7.5,1,0.0,0.0,0.0,'1',2.9165661335,2.9165661334991455,0.0,'V_nV',678.86114502,678.8611450195312,0.0,1.0,1.0,0.0,'1',0.330940455198,0.33094045519828796,0.0,95.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/hummingbird_15.jpg,Birds,0,hummingbird,1.0,1.0,1,17.9435043335,17.943504333496094,0.0,17.1719322205,17.171932220458984,0.0,2.5,2.5,7.0,7.0,'6.0',1.0,1.0,0.0,'1',1.15273797512,1.1527379751205444,0.0,'V_nV',19.1069011688,19.106901168823242,0.0,0.0,0.0,0.0,'2',0.942361533642,0.9423615336418152,0.0,1.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Marine_creatures/killer-whale_8.jpg,Marine_creatures,0,killer-whale,1.0,2.0,2,566.145263672,566.145263671875,0.0,565.383728027,565.3837280273438,0.0,3.0,3.0,6.0,6.0,'5.0',1.0,1.0,0.0,'2',0.872117340565,0.8721173405647278,0.0,'nV_V',567.028015137,567.0280151367188,0.0,0.0,0.0,0.0,'3',0.541406273842,0.5414062738418579,0.0,79.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Birds/kiwi_19.jpg,Birds,0,kiwi,1.0,2.0,2,217.908203125,217.908203125,0.0,217.146652222,217.1466522216797,0.0,2.0,2.0,6.5,6.5,'5.0',1.0,1.0,0.0,'2',2.96667218208,2.96667218208313,0.0,'nV_V',220.885513306,220.88551330566406,0.0,0.0,0.0,0.0,'3',1.24292802811,1.2429280281066895,0.0,29.0
Living_Things,../experiment_stimuli/bw_bc_bl/Living_Things/Insects/ladybird_26.jpg,Insects,0,ladybird,1.0,1.0,1,248.224121094,248.22412109375,0.0,247.472610474,247.4726104736328,0.0,1.5,1.5,6.0,6.0,'4.0',1.0,1.0,0.0,'1',0.541410326958,0.5414103269577026,0.0,'V_nV',248.776168823,248.7761688232422,0.0,1.0,1.0,0.0,'1',0.270804464817,0.2708044648170471,0.0,32.0
Nonliving_Things,../experiment_stimuli/bw_bc_bl/Nonliving_Things/Furniture/lamp_2.jpg,Furniture,0,lamp,1.0,1.0,1,25.0188922882,25.018892288208008,0.0,24.2573280334,24.257328033447266,0.0,1.5,1.5,6.0,6.0,'5.0',1.0,1.0,0.0,'1',0.83202713728,0.8320271372795105,0.0,'nV_V',25.8615398407,25.861539840698242,0.0,0.0,0.0,0.0,'3',1.56362473965,1.5636247396469116,0.0,2.0
