conscious_source,conscious_target,diff,feature_selector,p,ps_mean,ps_std,roi_name,side,t,ps_corrected,stars
conscious,glimpse,0.27896101318875927,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,fusiform,rh,362.583835273563,0.00019999800001999985,***
conscious,glimpse,0.15094397123610312,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,inferiorparietal,rh,167.4229810404679,0.00019999800001999985,***
conscious,glimpse,0.095902605092139,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,inferiortemporal,rh,86.21153347743746,0.00019999800001999985,***
conscious,glimpse,0.19967458530867144,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,lateraloccipital,rh,220.50745763322914,0.00019999800001999985,***
conscious,glimpse,0.01929980201346872,None,1.0032684542625882e-81,9.999900000999992e-06,1.6940658945086007e-21,lingual,lh,19.552824060939763,0.00019999800001999985,***
conscious,glimpse,0.029103244624153,None,9.416850159713788e-166,9.999900000999992e-06,1.6940658945086007e-21,lingual,rh,28.73923573607607,0.00019999800001999985,***
conscious,glimpse,0.09932517660965041,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,parahippocampal,lh,104.58034369644047,0.00019999800001999985,***
conscious,glimpse,0.24752157583017675,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,parahippocampal,rh,214.8544553679701,0.00019999800001999985,***
conscious,glimpse,0.01866958649769391,None,6.31558560521864e-50,9.999900000999992e-06,1.6940658945086007e-21,pericalcarine,lh,15.013909309017016,0.00019999800001999985,***
conscious,glimpse,0.012840790806362214,None,6.740480813502647e-30,9.999900000999992e-06,1.6940658945086007e-21,pericalcarine,rh,11.388029277257335,0.00019999800001999985,***
conscious,glimpse,0.06344840826111317,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,precuneus,lh,71.16798781069079,0.00019999800001999985,***
conscious,glimpse,0.1124737249848138,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,precuneus,rh,104.85576099530046,0.00019999800001999985,***
conscious,glimpse,-0.03329865332590129,None,1.0,1.0,0.0,rostralmiddlefrontal,lh,-22.276187216066152,1.0,n.s.
conscious,glimpse,0.07212525929628505,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,rostralmiddlefrontal,rh,73.60809817498505,0.00019999800001999985,***
conscious,glimpse,0.006563404323950248,None,5.173804043306501e-12,9.999900000999992e-06,1.6940658945086007e-21,superiorfrontal,lh,6.821494569590952,0.00019999800001999985,***
conscious,glimpse,0.0776029739493166,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,superiorfrontal,rh,79.07834121477698,0.00019999800001999985,***
conscious,glimpse,0.10291088012807655,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,superiorparietal,lh,94.37839118311913,0.00019999800001999985,***
conscious,glimpse,0.014004499799552044,None,2.4741269406607285e-40,9.999900000999992e-06,1.6940658945086007e-21,superiorparietal,rh,13.388728256820773,0.00019999800001999985,***
conscious,glimpse,0.10558634201629524,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,ventrolateralPFC,lh,134.8260636460479,0.00019999800001999985,***
conscious,glimpse,0.16962953633992645,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,ventrolateralPFC,rh,178.56420628956892,0.00019999800001999985,***
conscious,unconscious,0.12230895873223624,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,fusiform,rh,218.5253963627739,0.00019999800001999985,***
conscious,unconscious,-0.0010627965274634425,None,0.949535722474605,0.9499216007839922,0.0007894221470108127,inferiorparietal,rh,-1.640742752425407,1.0,n.s.
conscious,unconscious,0.015499027262580513,None,1.4099027097028465e-132,9.999900000999992e-06,1.6940658945086007e-21,inferiortemporal,rh,25.409625661059607,0.00019999800001999985,***
conscious,unconscious,0.1487446284078001,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,lateraloccipital,rh,221.98335530620292,0.00019999800001999985,***
conscious,unconscious,0.07969605123752124,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,lingual,lh,113.45891676030936,0.00019999800001999985,***
conscious,unconscious,0.07053646588292996,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,lingual,rh,100.81688779698958,0.00019999800001999985,***
conscious,unconscious,0.0795837274941691,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,parahippocampal,lh,125.71490627685785,0.00019999800001999985,***
conscious,unconscious,0.060752136878076644,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,parahippocampal,rh,87.41557929859356,0.00019999800001999985,***
conscious,unconscious,-0.055917979005574284,None,1.0,1.0,0.0,pericalcarine,lh,-73.14690106491598,1.0,n.s.
conscious,unconscious,0.17294465662725597,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,pericalcarine,rh,254.88981406851562,0.00019999800001999985,***
conscious,unconscious,0.10956878771197172,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,precuneus,lh,157.18941395739068,0.00019999800001999985,***
conscious,unconscious,0.08060988635275575,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,precuneus,rh,114.31133386714517,0.00019999800001999985,***
conscious,unconscious,-0.0023631609734500645,None,0.9952754687347031,0.9954654453455467,0.0002037498704678219,rostralmiddlefrontal,lh,-2.5966057342387128,1.0,n.s.
conscious,unconscious,0.008321692400531292,None,4.941068663654699e-53,9.999900000999992e-06,1.6940658945086007e-21,rostralmiddlefrontal,rh,15.507527842883176,0.00019999800001999985,***
conscious,unconscious,0.031938131079742256,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,superiorfrontal,lh,49.5782757578567,0.00019999800001999985,***
conscious,unconscious,-0.03523796811736973,None,1.0,1.0,0.0,superiorfrontal,rh,-55.09781518297991,1.0,n.s.
conscious,unconscious,0.0044381976278492765,None,2.939082879204902e-14,9.999900000999992e-06,1.6940658945086007e-21,superiorparietal,lh,7.537492098482378,0.00019999800001999985,***
conscious,unconscious,0.023078008538389278,None,7.780829417901491e-238,9.999900000999992e-06,1.6940658945086007e-21,superiorparietal,rh,35.243328922495415,0.00019999800001999985,***
conscious,unconscious,0.09663076127021686,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,ventrolateralPFC,lh,140.22897778048565,0.00019999800001999985,***
conscious,unconscious,0.009467122302413563,None,3.0410125127239525e-54,9.999900000999992e-06,1.6940658945086007e-21,ventrolateralPFC,rh,15.696205507332065,0.00019999800001999985,***
glimpse,conscious,0.2584699283351344,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,fusiform,rh,86.75284435352026,0.00019999800001999985,***
glimpse,conscious,0.09271391570069859,None,1.8141169374435755e-152,9.999900000999992e-06,1.6940658945086007e-21,inferiorparietal,rh,27.413775353891904,0.00019999800001999985,***
glimpse,conscious,0.1641406823464846,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,inferiortemporal,rh,42.612902428741386,0.00019999800001999985,***
glimpse,conscious,0.2886251697040507,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,lateraloccipital,rh,102.6671144481724,0.00019999800001999985,***
glimpse,conscious,0.13535863517983868,None,2.064767556883846e-178,9.999900000999992e-06,1.6940658945086007e-21,lingual,lh,29.909759985107296,0.00019999800001999985,***
glimpse,conscious,0.13167689491504755,None,3.8892541762273306e-219,9.999900000999992e-06,1.6940658945086007e-21,lingual,rh,33.58186100831266,0.00019999800001999985,***
glimpse,conscious,-0.007231844895639836,None,0.9791437835421035,0.9787682123178767,0.00046897505394848023,parahippocampal,lh,-2.0370118159034587,1.0,n.s.
glimpse,conscious,-0.039352279619703515,None,1.0,1.0,0.0,parahippocampal,rh,-10.085006515241432,1.0,n.s.
glimpse,conscious,-0.0792461512056107,None,1.0,1.0,0.0,pericalcarine,lh,-28.54803423623171,1.0,n.s.
glimpse,conscious,0.07275190626598081,None,4.408418500579487e-75,9.999900000999992e-06,1.6940658945086007e-21,pericalcarine,rh,18.67444143156209,0.00019999800001999985,***
glimpse,conscious,-0.08554366104685396,None,1.0,1.0,0.0,precuneus,lh,-22.488314000332558,1.0,n.s.
glimpse,conscious,0.010960866740356786,None,0.0010476706387232886,0.0010619893801061988,0.00010404702534550306,precuneus,rh,3.0783228931649105,0.02123978760212398,*
glimpse,conscious,-0.028972151740043195,None,1.0,1.0,0.0,rostralmiddlefrontal,lh,-10.774271806845393,1.0,n.s.
glimpse,conscious,-0.03205632015693869,None,1.0,1.0,0.0,rostralmiddlefrontal,rh,-9.038431738754676,1.0,n.s.
glimpse,conscious,0.12332808231545297,None,6.473935881833187e-205,9.999900000999992e-06,1.6940658945086007e-21,superiorfrontal,lh,32.32825596872273,0.00019999800001999985,***
glimpse,conscious,0.060982175333749784,None,6.9829590323888805e-62,9.999900000999992e-06,1.6940658945086007e-21,superiorfrontal,rh,16.837643672920933,0.00019999800001999985,***
glimpse,conscious,0.15278269220877333,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,superiorparietal,lh,43.88183556373798,0.00019999800001999985,***
glimpse,conscious,0.08133186916443655,None,1.5264253224074997e-99,9.999900000999992e-06,1.6940658945086007e-21,superiorparietal,rh,21.73145157867742,0.00019999800001999985,***
glimpse,conscious,0.12343300820010646,None,2.5359345930535812e-245,9.999900000999992e-06,1.6940658945086007e-21,ventrolateralPFC,lh,35.823975544635275,0.00019999800001999985,***
glimpse,conscious,0.121904725712666,None,2.2091328318897997e-251,9.999900000999992e-06,1.6940658945086007e-21,ventrolateralPFC,rh,36.332122085771246,0.00019999800001999985,***
glimpse,unconscious,0.03511850811226047,None,5.738013949899695e-45,9.999900000999992e-06,1.6940658945086007e-21,fusiform,rh,14.176756903202238,0.00019999800001999985,***
glimpse,unconscious,-0.1610277920315157,None,1.0,1.0,0.0,inferiorparietal,rh,-67.84639047684689,1.0,n.s.
glimpse,unconscious,0.11383598635799921,None,0.0,9.999900000999992e-06,1.6940658945086007e-21,inferiortemporal,rh,44.59476476822783,0.00019999800001999985,***
glimpse,unconscious,0.03944395916174314,None,4.22454620420774e-57,9.999900000999992e-06,1.6940658945086007e-21,lateraloccipital,rh,16.107549948977958,0.00019999800001999985,***
glimpse,unconscious,0.02402501939157588,None,4.8285906811948147e-29,9.999900000999992e-06,1.6940658945086007e-21,lingual,lh,11.20071041603798,0.00019999800001999985,***
glimpse,unconscious,0.0875934544919007,None,5.067060861668676e-224,9.999900000999992e-06,1.6940658945086007e-21,lingual,rh,33.824893097659825,0.00019999800001999985,***
glimpse,unconscious,0.05722351114487797,None,1.9905506761371432e-101,9.999900000999992e-06,1.6940658945086007e-21,parahippocampal,lh,21.90121057077571,0.00019999800001999985,***
glimpse,unconscious,0.029580730626195394,None,8.670451694652402e-25,9.999900000999992e-06,1.6940658945086007e-21,parahippocampal,rh,10.272916294506741,0.00019999800001999985,***
glimpse,unconscious,0.05087042212531192,None,2.943881015832572e-90,9.999900000999992e-06,1.6940658945086007e-21,pericalcarine,lh,20.57182309436716,0.00019999800001999985,***
glimpse,unconscious,0.018260351705100042,None,1.077028067030517e-09,9.999900000999992e-06,1.6940658945086007e-21,pericalcarine,rh,5.997983489606275,0.00019999800001999985,***
glimpse,unconscious,-0.01892128877162133,None,0.9999999999999957,1.0,0.0,precuneus,lh,-7.782998745459788,1.0,n.s.
glimpse,unconscious,-0.020696254279823228,None,1.0,1.0,0.0,precuneus,rh,-8.459219590841752,1.0,n.s.
glimpse,unconscious,-0.047481301667261014,None,1.0,1.0,0.0,rostralmiddlefrontal,lh,-22.4190936650781,1.0,n.s.
glimpse,unconscious,0.05784282936470901,None,2.19558873499078e-89,9.999900000999992e-06,1.6940658945086007e-21,rostralmiddlefrontal,rh,20.465007053588614,0.00019999800001999985,***
glimpse,unconscious,0.002387270533571171,None,0.16019297536338895,0.15958620413795863,0.0011316331331314832,superiorfrontal,lh,0.993774554733744,1.0,n.s.
glimpse,unconscious,-0.01365831513594703,None,0.9999999999914324,1.0,0.0,superiorfrontal,rh,-6.745855331826728,1.0,n.s.
glimpse,unconscious,-0.04771256401058434,None,1.0,1.0,0.0,superiorparietal,lh,-21.127942222436502,1.0,n.s.
glimpse,unconscious,-0.13835829798681634,None,1.0,1.0,0.0,superiorparietal,rh,-53.767276997652935,1.0,n.s.
glimpse,unconscious,0.04893739466531381,None,9.371682241018046e-63,9.999900000999992e-06,1.6940658945086007e-21,ventrolateralPFC,lh,16.94012509497925,0.00019999800001999985,***
glimpse,unconscious,-0.06715587333243038,None,1.0,1.0,0.0,ventrolateralPFC,rh,-22.438660002695478,1.0,n.s.
unconscious,conscious,0.139934867575607,None,4.4394633466088575e-172,9.999900000999992e-06,1.6940658945086007e-21,fusiform,lh,29.34469415659927,0.00023999760002399982,***
unconscious,conscious,0.08493692982958631,None,2.3588546560389897e-52,9.999900000999992e-06,1.6940658945086007e-21,fusiform,rh,15.400850558222023,0.00023999760002399982,***
unconscious,conscious,0.08672277511097629,None,5.1288133712213435e-61,9.999900000999992e-06,1.6940658945086007e-21,inferiorparietal,lh,16.717156764432,0.00023999760002399982,***
unconscious,conscious,0.0178361021399718,None,0.0002138474062104052,0.0002267977320226798,4.5118945969633644e-05,inferiorparietal,rh,3.5252975839106675,0.005443145568544315,**
unconscious,conscious,0.09741674372868041,None,1.727373874294007e-92,9.999900000999992e-06,1.6940658945086007e-21,inferiortemporal,lh,20.898983657084145,0.00023999760002399982,***
unconscious,conscious,-0.002105978792620845,None,0.6604378263808736,0.6606061939380606,0.0016013852974990552,inferiortemporal,rh,-0.4136882664459231,1.0,n.s.
unconscious,conscious,0.10021588599554256,None,2.0738607159442207e-77,9.999900000999992e-06,1.6940658945086007e-21,lateraloccipital,lh,18.99139909452698,0.00023999760002399982,***
unconscious,conscious,0.11252064371082449,None,9.488300389716684e-97,9.999900000999992e-06,1.6940658945086007e-21,lateraloccipital,rh,21.412815210638897,0.00023999760002399982,***
unconscious,conscious,0.02475909252835395,None,1.5024790277974174e-06,1.1199888001119994e-05,3.815718648481298e-06,lingual,lh,4.67707239496257,0.00026879731202687985,***
unconscious,conscious,0.054352082007890205,None,6.526513996667211e-24,9.999900000999992e-06,1.6940658945086007e-21,lingual,rh,10.07835136399134,0.00023999760002399982,***
unconscious,conscious,0.002820676182708692,None,0.28694470248327086,0.28732372676273243,0.0013383865713046388,parahippocampal,lh,0.5623783749104916,1.0,n.s.
unconscious,conscious,0.020451083492293926,None,0.00011250390504699934,0.00011949880501194988,3.0736478413823224e-05,parahippocampal,rh,3.692479299066933,0.002867971320286797,**
unconscious,conscious,0.028549157731887063,None,1.0596303466156112e-07,1.0099899001009994e-05,9.949774873317468e-07,pericalcarine,lh,5.197525243783654,0.00024239757602423985,***
unconscious,conscious,-0.003000247971442524,None,0.7169273251184746,0.7174701252987471,0.0012864161894590206,pericalcarine,rh,-0.5737847688763251,1.0,n.s.
unconscious,conscious,0.04295244832681217,None,6.754813120746068e-16,9.999900000999992e-06,1.6940658945086007e-21,precuneus,lh,8.021974938298062,0.00023999760002399982,***
unconscious,conscious,0.014184422885701539,None,0.005007645945479148,0.005200947990520095,0.00025439281766475804,precuneus,rh,2.5765159081674076,0.12482275177248228,n.s.
unconscious,conscious,0.04740045454907586,None,1.539260589905506e-23,9.999900000999992e-06,1.6940658945086007e-21,rostralmiddlefrontal,lh,9.991565840282913,0.00023999760002399982,***
unconscious,conscious,0.02807538661281437,None,7.577899406554119e-09,9.999900000999992e-06,1.6940658945086007e-21,rostralmiddlefrontal,rh,5.67136297751324,0.00023999760002399982,***
unconscious,conscious,0.04159376848668392,None,9.813346580807498e-15,9.999900000999992e-06,1.6940658945086007e-21,superiorfrontal,lh,7.681307641641234,0.00023999760002399982,***
unconscious,conscious,-0.017599399468799723,None,0.999516812216869,0.9994771052289476,7.099640265330329e-05,superiorfrontal,rh,-3.3025635798246706,1.0,n.s.
unconscious,conscious,0.028573932725837418,None,6.777333718367372e-08,9.999900000999992e-06,1.6940658945086007e-21,superiorparietal,lh,5.280573721666585,0.00023999760002399982,***
unconscious,conscious,0.032499825756934324,None,7.66997921098924e-10,9.999900000999992e-06,1.6940658945086007e-21,superiorparietal,rh,6.054771357527343,0.00023999760002399982,***
unconscious,conscious,0.033264254818648635,None,5.470297665151463e-11,9.999900000999992e-06,1.6940658945086007e-21,ventrolateralPFC,lh,6.470391027664929,0.00023999760002399982,***
unconscious,conscious,0.0024759599670229763,None,0.3214018315177612,0.3225857741422587,0.00132220045210417,ventrolateralPFC,rh,0.4638172103805382,1.0,n.s.
unconscious,glimpse,0.08061585719877894,None,2.0450228626368046e-69,9.999900000999992e-06,1.6940658945086007e-21,fusiform,lh,17.877337111888583,0.00023999760002399982,***
unconscious,glimpse,0.020447102275163956,None,2.8812125765984586e-05,4.059959400405996e-05,1.8155809188766298e-05,fusiform,rh,4.026167689634821,0.0009743902560974389,***
unconscious,glimpse,0.05365831468969133,None,8.804427306940607e-27,9.999900000999992e-06,1.6940658945086007e-21,inferiorparietal,lh,10.716978882787112,0.00023999760002399982,***
unconscious,glimpse,-0.07298674247754479,None,1.0,1.0,0.0,inferiorparietal,rh,-15.361374474982547,1.0,n.s.
unconscious,glimpse,0.08733773562840495,None,5.3918348931104384e-67,9.999900000999992e-06,1.6940658945086007e-21,inferiortemporal,lh,17.54172586627185,0.00023999760002399982,***
unconscious,glimpse,0.030210793389459797,None,6.6958745039559e-08,9.999900000999992e-06,1.6940658945086007e-21,inferiortemporal,rh,5.28183535947018,0.00023999760002399982,***
unconscious,glimpse,0.042695583637674575,None,3.940519322447264e-17,9.999900000999992e-06,1.6940658945086007e-21,lateraloccipital,lh,8.365658218103448,0.00023999760002399982,***
unconscious,glimpse,0.026921975901364203,None,4.95707150573607e-08,1.0199898001019994e-05,1.3999860001399986e-06,lateraloccipital,rh,5.336983647199595,0.00024479755202447983,***
unconscious,glimpse,-0.0008544705738696362,None,0.569388195515157,0.5696368036319638,0.0013972572072638292,lingual,lh,-0.17482675917440413,1.0,n.s.
unconscious,glimpse,-0.009433408876481315,None,0.9706572298630466,0.9711280887191127,0.00048331199878223936,lingual,rh,-1.891021243579621,1.0,n.s.
unconscious,glimpse,0.020797968551182204,None,3.87255561856333e-06,1.3799862001379987e-05,6.128560092816898e-06,parahippocampal,lh,4.477322418244699,0.0003311966880331197,***
unconscious,glimpse,-0.0010132047683497807,None,0.5790061157569668,0.5784379156208438,0.0016648957541435987,parahippocampal,rh,-0.19936302568629824,1.0,n.s.
unconscious,glimpse,-0.012963702380891463,None,0.9953163693279014,0.9952368476315238,0.00019204953094413376,pericalcarine,lh,-2.5994681853230768,1.0,n.s.
unconscious,glimpse,0.02105168355041708,None,2.950271475133309e-05,3.809961900380996e-05,1.6412940391069965e-05,pericalcarine,rh,4.020571638924252,0.0009143908560914391,***
unconscious,glimpse,0.07087415486826582,None,2.1940883258930946e-44,9.999900000999992e-06,1.6940658945086007e-21,precuneus,lh,14.078106106470958,0.00023999760002399982,***
unconscious,glimpse,-0.024776773074012187,None,0.9999997144266961,0.999999400006,2.374844668947933e-06,precuneus,rh,-5.007944903306188,1.0,n.s.
unconscious,glimpse,0.008760775414381671,None,0.04452775162084778,0.044437855621443784,0.0006611016327683036,rostralmiddlefrontal,lh,1.7007679783464225,1.0,n.s.
unconscious,glimpse,0.010289055224228103,None,0.030152889957506885,0.03046939530604694,0.0005471150914310451,rostralmiddlefrontal,rh,1.8790230743278507,0.7312654873451265,n.s.
unconscious,glimpse,-0.03344597781622858,None,0.999999999983283,1.0,0.0,superiorfrontal,lh,-6.647155935546946,1.0,n.s.
unconscious,glimpse,0.017427875893713023,None,0.00018422815778344602,0.00019559804401955981,3.824409428446157e-05,superiorfrontal,rh,3.564407397422414,0.004694353056469435,**
unconscious,glimpse,-0.07264619016977807,None,1.0,1.0,0.0,superiorparietal,lh,-15.40890048798073,1.0,n.s.
unconscious,glimpse,-0.06008269213642186,None,1.0,1.0,0.0,superiorparietal,rh,-11.967775054907447,1.0,n.s.
unconscious,glimpse,0.05972217904731202,None,5.45394253950609e-33,9.999900000999992e-06,1.6940658945086007e-21,ventrolateralPFC,lh,12.001666109272184,0.00023999760002399982,***
unconscious,glimpse,-0.02284901740757554,None,0.9999982952342749,0.9999979000209998,4.537575146047906e-06,ventrolateralPFC,rh,-4.650285831647518,1.0,n.s.
